Altitude (m),Air density (kg/m3)
58621,0.000343404
58622,0.000343361
58623,0.000343318
58624,0.000343275
58625,0.000343232
58626,0.000343188
58627,0.000343145
58628,0.000343102
58629,0.000343059
58630,0.000343016
58631,0.000342973
58632,0.00034293
58633,0.000342886
58634,0.000342843
58635,0.0003428
58636,0.000342757
58637,0.000342714
58638,0.000342671
58639,0.000342628
58640,0.000342584
58641,0.000342541
58642,0.000342498
58643,0.000342455
58644,0.000342412
58645,0.000342369
58646,0.000342326
58647,0.000342283
58648,0.00034224
58649,0.000342197
58650,0.000342154
58651,0.000342111
58652,0.000342068
58653,0.000342025
58654,0.000341981
58655,0.000341938
58656,0.000341895
58657,0.000341852
58658,0.000341809
58659,0.000341766
58660,0.000341723
58661,0.00034168
58662,0.000341637
58663,0.000341594
58664,0.000341551
58665,0.000341508
58666,0.000341465
58667,0.000341422
58668,0.000341379
58669,0.000341336
58670,0.000341294
58671,0.000341251
58672,0.000341208
58673,0.000341165
58674,0.000341122
58675,0.000341079
58676,0.000341036
58677,0.000340993
58678,0.00034095
58679,0.000340907
58680,0.000340864
58681,0.000340821
58682,0.000340778
58683,0.000340735
58684,0.000340693
58685,0.00034065
58686,0.000340607
58687,0.000340564
58688,0.000340521
58689,0.000340478
58690,0.000340435
58691,0.000340392
58692,0.00034035
58693,0.000340307
58694,0.000340264
58695,0.000340221
58696,0.000340178
58697,0.000340135
58698,0.000340093
58699,0.00034005
58700,0.000340007
58701,0.000339964
58702,0.000339921
58703,0.000339879
58704,0.000339836
58705,0.000339793
58706,0.00033975
58707,0.000339707
58708,0.000339665
58709,0.000339622
58710,0.000339579
58711,0.000339536
58712,0.000339494
58713,0.000339451
58714,0.000339408
58715,0.000339365
58716,0.000339323
58717,0.00033928
58718,0.000339237
58719,0.000339194
58720,0.000339152
58721,0.000339109
58722,0.000339066
58723,0.000339024
58724,0.000338981
58725,0.000338938
58726,0.000338896
58727,0.000338853
58728,0.00033881
58729,0.000338768
58730,0.000338725
58731,0.000338682
58732,0.00033864
58733,0.000338597
58734,0.000338554
58735,0.000338512
58736,0.000338469
58737,0.000338426
58738,0.000338384
58739,0.000338341
58740,0.000338298
58741,0.000338256
58742,0.000338213
58743,0.000338171
58744,0.000338128
58745,0.000338085
58746,0.000338043
58747,0.000338
58748,0.000337958
58749,0.000337915
58750,0.000337873
58751,0.00033783
58752,0.000337787
58753,0.000337745
58754,0.000337702
58755,0.00033766
58756,0.000337617
58757,0.000337575
58758,0.000337532
58759,0.00033749
58760,0.000337447
58761,0.000337405
58762,0.000337362
58763,0.00033732
58764,0.000337277
58765,0.000337235
58766,0.000337192
58767,0.00033715
58768,0.000337107
58769,0.000337065
58770,0.000337022
58771,0.00033698
58772,0.000336937
58773,0.000336895
58774,0.000336852
58775,0.00033681
58776,0.000336768
58777,0.000336725
58778,0.000336683
58779,0.00033664
58780,0.000336598
58781,0.000336555
58782,0.000336513
58783,0.000336471
58784,0.000336428
58785,0.000336386
58786,0.000336343
58787,0.000336301
58788,0.000336259
58789,0.000336216
58790,0.000336174
58791,0.000336131
58792,0.000336089
58793,0.000336047
58794,0.000336004
58795,0.000335962
58796,0.00033592
58797,0.000335877
58798,0.000335835
58799,0.000335793
58800,0.00033575
58801,0.000335708
58802,0.000335666
58803,0.000335623
58804,0.000335581
58805,0.000335539
58806,0.000335497
58807,0.000335454
58808,0.000335412
58809,0.00033537
58810,0.000335327
58811,0.000335285
58812,0.000335243
58813,0.000335201
58814,0.000335158
58815,0.000335116
58816,0.000335074
58817,0.000335032
58818,0.000334989
58819,0.000334947
58820,0.000334905
58821,0.000334863
58822,0.00033482
58823,0.000334778
58824,0.000334736
58825,0.000334694
58826,0.000334652
58827,0.000334609
58828,0.000334567
58829,0.000334525
58830,0.000334483
58831,0.000334441
58832,0.000334399
58833,0.000334356
58834,0.000334314
58835,0.000334272
58836,0.00033423
58837,0.000334188
58838,0.000334146
58839,0.000334104
58840,0.000334061
58841,0.000334019
58842,0.000333977
58843,0.000333935
58844,0.000333893
58845,0.000333851
58846,0.000333809
58847,0.000333767
58848,0.000333725
58849,0.000333682
58850,0.00033364
58851,0.000333598
58852,0.000333556
58853,0.000333514
58854,0.000333472
58855,0.00033343
58856,0.000333388
58857,0.000333346
58858,0.000333304
58859,0.000333262
58860,0.00033322
58861,0.000333178
58862,0.000333136
58863,0.000333094
58864,0.000333052
58865,0.00033301
58866,0.000332968
58867,0.000332926
58868,0.000332884
58869,0.000332842
58870,0.0003328
58871,0.000332758
58872,0.000332716
58873,0.000332674
58874,0.000332632
58875,0.00033259
58876,0.000332548
58877,0.000332506
58878,0.000332464
58879,0.000332422
58880,0.00033238
58881,0.000332338
58882,0.000332296
58883,0.000332254
58884,0.000332212
58885,0.000332171
58886,0.000332129
58887,0.000332087
58888,0.000332045
58889,0.000332003
58890,0.000331961
58891,0.000331919
58892,0.000331877
58893,0.000331835
58894,0.000331793
58895,0.000331752
58896,0.00033171
58897,0.000331668
58898,0.000331626
58899,0.000331584
58900,0.000331542
58901,0.000331501
58902,0.000331459
58903,0.000331417
58904,0.000331375
58905,0.000331333
58906,0.000331291
58907,0.00033125
58908,0.000331208
58909,0.000331166
58910,0.000331124
58911,0.000331082
58912,0.000331041
58913,0.000330999
58914,0.000330957
58915,0.000330915
58916,0.000330874
58917,0.000330832
58918,0.00033079
58919,0.000330748
58920,0.000330707
58921,0.000330665
58922,0.000330623
58923,0.000330581
58924,0.00033054
58925,0.000330498
58926,0.000330456
58927,0.000330414
58928,0.000330373
58929,0.000330331
58930,0.000330289
58931,0.000330248
58932,0.000330206
58933,0.000330164
58934,0.000330123
58935,0.000330081
58936,0.000330039
58937,0.000329998
58938,0.000329956
58939,0.000329914
58940,0.000329873
58941,0.000329831
58942,0.000329789
58943,0.000329748
58944,0.000329706
58945,0.000329664
58946,0.000329623
58947,0.000329581
58948,0.00032954
58949,0.000329498
58950,0.000329456
58951,0.000329415
58952,0.000329373
58953,0.000329332
58954,0.00032929
58955,0.000329248
58956,0.000329207
58957,0.000329165
58958,0.000329124
58959,0.000329082
58960,0.000329041
58961,0.000328999
58962,0.000328958
58963,0.000328916
58964,0.000328875
58965,0.000328833
58966,0.000328791
58967,0.00032875
58968,0.000328708
58969,0.000328667
58970,0.000328625
58971,0.000328584
58972,0.000328542
58973,0.000328501
58974,0.000328459
58975,0.000328418
58976,0.000328376
58977,0.000328335
58978,0.000328294
58979,0.000328252
58980,0.000328211
58981,0.000328169
58982,0.000328128
58983,0.000328086
58984,0.000328045
58985,0.000328003
58986,0.000327962
58987,0.000327921
58988,0.000327879
58989,0.000327838
58990,0.000327796
58991,0.000327755
58992,0.000327713
58993,0.000327672
58994,0.000327631
58995,0.000327589
58996,0.000327548
58997,0.000327507
58998,0.000327465
58999,0.000327424
59000,0.000327382
59001,0.000327341
59002,0.0003273
59003,0.000327258
59004,0.000327217
59005,0.000327176
59006,0.000327134
59007,0.000327093
59008,0.000327052
59009,0.00032701
59010,0.000326969
59011,0.000326928
59012,0.000326886
59013,0.000326845
59014,0.000326804
59015,0.000326763
59016,0.000326721
59017,0.00032668
59018,0.000326639
59019,0.000326597
59020,0.000326556
59021,0.000326515
59022,0.000326474
59023,0.000326432
59024,0.000326391
59025,0.00032635
59026,0.000326309
59027,0.000326267
59028,0.000326226
59029,0.000326185
59030,0.000326144
59031,0.000326103
59032,0.000326061
59033,0.00032602
59034,0.000325979
59035,0.000325938
59036,0.000325897
59037,0.000325855
59038,0.000325814
59039,0.000325773
59040,0.000325732
59041,0.000325691
59042,0.000325649
59043,0.000325608
59044,0.000325567
59045,0.000325526
59046,0.000325485
59047,0.000325444
59048,0.000325403
59049,0.000325361
59050,0.00032532
59051,0.000325279
59052,0.000325238
59053,0.000325197
59054,0.000325156
59055,0.000325115
59056,0.000325074
59057,0.000325033
59058,0.000324992
59059,0.00032495
59060,0.000324909
59061,0.000324868
59062,0.000324827
59063,0.000324786
59064,0.000324745
59065,0.000324704
59066,0.000324663
59067,0.000324622
59068,0.000324581
59069,0.00032454
59070,0.000324499
59071,0.000324458
59072,0.000324417
59073,0.000324376
59074,0.000324335
59075,0.000324294
59076,0.000324253
59077,0.000324212
59078,0.000324171
59079,0.00032413
59080,0.000324089
59081,0.000324048
59082,0.000324007
59083,0.000323966
59084,0.000323925
59085,0.000323884
59086,0.000323843
59087,0.000323802
59088,0.000323761
59089,0.00032372
59090,0.000323679
59091,0.000323638
59092,0.000323597
59093,0.000323556
59094,0.000323516
59095,0.000323475
59096,0.000323434
59097,0.000323393
59098,0.000323352
59099,0.000323311
59100,0.00032327
59101,0.000323229
59102,0.000323188
59103,0.000323147
59104,0.000323107
59105,0.000323066
59106,0.000323025
59107,0.000322984
59108,0.000322943
59109,0.000322902
59110,0.000322861
59111,0.000322821
59112,0.00032278
59113,0.000322739
59114,0.000322698
59115,0.000322657
59116,0.000322617
59117,0.000322576
59118,0.000322535
59119,0.000322494
59120,0.000322453
59121,0.000322413
59122,0.000322372
59123,0.000322331
59124,0.00032229
59125,0.000322249
59126,0.000322209
59127,0.000322168
59128,0.000322127
59129,0.000322086
59130,0.000322046
59131,0.000322005
59132,0.000321964
59133,0.000321923
59134,0.000321883
59135,0.000321842
59136,0.000321801
59137,0.00032176
59138,0.00032172
59139,0.000321679
59140,0.000321638
59141,0.000321598
59142,0.000321557
59143,0.000321516
59144,0.000321476
59145,0.000321435
59146,0.000321394
59147,0.000321354
59148,0.000321313
59149,0.000321272
59150,0.000321232
59151,0.000321191
59152,0.00032115
59153,0.00032111
59154,0.000321069
59155,0.000321028
59156,0.000320988
59157,0.000320947
59158,0.000320907
59159,0.000320866
59160,0.000320825
59161,0.000320785
59162,0.000320744
59163,0.000320704
59164,0.000320663
59165,0.000320622
59166,0.000320582
59167,0.000320541
59168,0.000320501
59169,0.00032046
59170,0.00032042
59171,0.000320379
59172,0.000320338
59173,0.000320298
59174,0.000320257
59175,0.000320217
59176,0.000320176
59177,0.000320136
59178,0.000320095
59179,0.000320055
59180,0.000320014
59181,0.000319974
59182,0.000319933
59183,0.000319893
59184,0.000319852
59185,0.000319812
59186,0.000319771
59187,0.000319731
59188,0.00031969
59189,0.00031965
59190,0.000319609
59191,0.000319569
59192,0.000319528
59193,0.000319488
59194,0.000319447
59195,0.000319407
59196,0.000319367
59197,0.000319326
59198,0.000319286
59199,0.000319245
59200,0.000319205
59201,0.000319164
59202,0.000319124
59203,0.000319084
59204,0.000319043
59205,0.000319003
59206,0.000318962
59207,0.000318922
59208,0.000318882
59209,0.000318841
59210,0.000318801
59211,0.000318761
59212,0.00031872
59213,0.00031868
59214,0.000318639
59215,0.000318599
59216,0.000318559
59217,0.000318518
59218,0.000318478
59219,0.000318438
59220,0.000318397
59221,0.000318357
59222,0.000318317
59223,0.000318276
59224,0.000318236
59225,0.000318196
59226,0.000318156
59227,0.000318115
59228,0.000318075
59229,0.000318035
59230,0.000317994
59231,0.000317954
59232,0.000317914
59233,0.000317874
59234,0.000317833
59235,0.000317793
59236,0.000317753
59237,0.000317713
59238,0.000317672
59239,0.000317632
59240,0.000317592
59241,0.000317552
59242,0.000317511
59243,0.000317471
59244,0.000317431
59245,0.000317391
59246,0.000317351
59247,0.00031731
59248,0.00031727
59249,0.00031723
59250,0.00031719
59251,0.00031715
59252,0.000317109
59253,0.000317069
59254,0.000317029
59255,0.000316989
59256,0.000316949
59257,0.000316909
59258,0.000316868
59259,0.000316828
59260,0.000316788
59261,0.000316748
59262,0.000316708
59263,0.000316668
59264,0.000316628
59265,0.000316587
59266,0.000316547
59267,0.000316507
59268,0.000316467
59269,0.000316427
59270,0.000316387
59271,0.000316347
59272,0.000316307
59273,0.000316267
59274,0.000316227
59275,0.000316187
59276,0.000316146
59277,0.000316106
59278,0.000316066
59279,0.000316026
59280,0.000315986
59281,0.000315946
59282,0.000315906
59283,0.000315866
59284,0.000315826
59285,0.000315786
59286,0.000315746
59287,0.000315706
59288,0.000315666
59289,0.000315626
59290,0.000315586
59291,0.000315546
59292,0.000315506
59293,0.000315466
59294,0.000315426
59295,0.000315386
59296,0.000315346
59297,0.000315306
59298,0.000315266
59299,0.000315226
59300,0.000315186
59301,0.000315146
59302,0.000315106
59303,0.000315066
59304,0.000315026
59305,0.000314987
59306,0.000314947
59307,0.000314907
59308,0.000314867
59309,0.000314827
59310,0.000314787
59311,0.000314747
59312,0.000314707
59313,0.000314667
59314,0.000314627
59315,0.000314587
59316,0.000314548
59317,0.000314508
59318,0.000314468
59319,0.000314428
59320,0.000314388
59321,0.000314348
59322,0.000314308
59323,0.000314268
59324,0.000314229
59325,0.000314189
59326,0.000314149
59327,0.000314109
59328,0.000314069
59329,0.000314029
59330,0.00031399
59331,0.00031395
59332,0.00031391
59333,0.00031387
59334,0.00031383
59335,0.000313791
59336,0.000313751
59337,0.000313711
59338,0.000313671
59339,0.000313631
59340,0.000313592
59341,0.000313552
59342,0.000313512
59343,0.000313472
59344,0.000313433
59345,0.000313393
59346,0.000313353
59347,0.000313313
59348,0.000313274
59349,0.000313234
59350,0.000313194
59351,0.000313155
59352,0.000313115
59353,0.000313075
59354,0.000313035
59355,0.000312996
59356,0.000312956
59357,0.000312916
59358,0.000312877
59359,0.000312837
59360,0.000312797
59361,0.000312758
59362,0.000312718
59363,0.000312678
59364,0.000312639
59365,0.000312599
59366,0.000312559
59367,0.00031252
59368,0.00031248
59369,0.00031244
59370,0.000312401
59371,0.000312361
59372,0.000312321
59373,0.000312282
59374,0.000312242
59375,0.000312203
59376,0.000312163
59377,0.000312123
59378,0.000312084
59379,0.000312044
59380,0.000312005
59381,0.000311965
59382,0.000311925
59383,0.000311886
59384,0.000311846
59385,0.000311807
59386,0.000311767
59387,0.000311728
59388,0.000311688
59389,0.000311648
59390,0.000311609
59391,0.000311569
59392,0.00031153
59393,0.00031149
59394,0.000311451
59395,0.000311411
59396,0.000311372
59397,0.000311332
59398,0.000311293
59399,0.000311253
59400,0.000311214
59401,0.000311174
59402,0.000311135
59403,0.000311095
59404,0.000311056
59405,0.000311016
59406,0.000310977
59407,0.000310937
59408,0.000310898
59409,0.000310858
59410,0.000310819
59411,0.00031078
59412,0.00031074
59413,0.000310701
59414,0.000310661
59415,0.000310622
59416,0.000310582
59417,0.000310543
59418,0.000310504
59419,0.000310464
59420,0.000310425
59421,0.000310385
59422,0.000310346
59423,0.000310307
59424,0.000310267
59425,0.000310228
59426,0.000310188
59427,0.000310149
59428,0.00031011
59429,0.00031007
59430,0.000310031
59431,0.000309992
59432,0.000309952
59433,0.000309913
59434,0.000309873
59435,0.000309834
59436,0.000309795
59437,0.000309755
59438,0.000309716
59439,0.000309677
59440,0.000309638
59441,0.000309598
59442,0.000309559
59443,0.00030952
59444,0.00030948
59445,0.000309441
59446,0.000309402
59447,0.000309362
59448,0.000309323
59449,0.000309284
59450,0.000309245
59451,0.000309205
59452,0.000309166
59453,0.000309127
59454,0.000309088
59455,0.000309048
59456,0.000309009
59457,0.00030897
59458,0.000308931
59459,0.000308891
59460,0.000308852
59461,0.000308813
59462,0.000308774
59463,0.000308734
59464,0.000308695
59465,0.000308656
59466,0.000308617
59467,0.000308578
59468,0.000308539
59469,0.000308499
59470,0.00030846
59471,0.000308421
59472,0.000308382
59473,0.000308343
59474,0.000308303
59475,0.000308264
59476,0.000308225
59477,0.000308186
59478,0.000308147
59479,0.000308108
59480,0.000308069
59481,0.000308029
59482,0.00030799
59483,0.000307951
59484,0.000307912
59485,0.000307873
59486,0.000307834
59487,0.000307795
59488,0.000307756
59489,0.000307717
59490,0.000307677
59491,0.000307638
59492,0.000307599
59493,0.00030756
59494,0.000307521
59495,0.000307482
59496,0.000307443
59497,0.000307404
59498,0.000307365
59499,0.000307326
59500,0.000307287
59501,0.000307248
59502,0.000307209
59503,0.00030717
59504,0.000307131
59505,0.000307092
59506,0.000307053
59507,0.000307014
59508,0.000306975
59509,0.000306936
59510,0.000306897
59511,0.000306858
59512,0.000306819
59513,0.00030678
59514,0.000306741
59515,0.000306702
59516,0.000306663
59517,0.000306624
59518,0.000306585
59519,0.000306546
59520,0.000306507
59521,0.000306468
59522,0.000306429
59523,0.00030639
59524,0.000306351
59525,0.000306312
59526,0.000306273
59527,0.000306234
59528,0.000306195
59529,0.000306157
59530,0.000306118
59531,0.000306079
59532,0.00030604
59533,0.000306001
59534,0.000305962
59535,0.000305923
59536,0.000305884
59537,0.000305845
59538,0.000305807
59539,0.000305768
59540,0.000305729
59541,0.00030569
59542,0.000305651
59543,0.000305612
59544,0.000305573
59545,0.000305535
59546,0.000305496
59547,0.000305457
59548,0.000305418
59549,0.000305379
59550,0.00030534
59551,0.000305302
59552,0.000305263
59553,0.000305224
59554,0.000305185
59555,0.000305146
59556,0.000305108
59557,0.000305069
59558,0.00030503
59559,0.000304991
59560,0.000304952
59561,0.000304914
59562,0.000304875
59563,0.000304836
59564,0.000304797
59565,0.000304759
59566,0.00030472
59567,0.000304681
59568,0.000304642
59569,0.000304604
59570,0.000304565
59571,0.000304526
59572,0.000304488
59573,0.000304449
59574,0.00030441
59575,0.000304371
59576,0.000304333
59577,0.000304294
59578,0.000304255
59579,0.000304217
59580,0.000304178
59581,0.000304139
59582,0.000304101
59583,0.000304062
59584,0.000304023
59585,0.000303985
59586,0.000303946
59587,0.000303907
59588,0.000303869
59589,0.00030383
59590,0.000303791
59591,0.000303753
59592,0.000303714
59593,0.000303675
59594,0.000303637
59595,0.000303598
59596,0.00030356
59597,0.000303521
59598,0.000303482
59599,0.000303444
59600,0.000303405
59601,0.000303367
59602,0.000303328
59603,0.000303289
59604,0.000303251
59605,0.000303212
59606,0.000303174
59607,0.000303135
59608,0.000303097
59609,0.000303058
59610,0.000303019
59611,0.000302981
59612,0.000302942
59613,0.000302904
59614,0.000302865
59615,0.000302827
59616,0.000302788
59617,0.00030275
59618,0.000302711
59619,0.000302673
59620,0.000302634
59621,0.000302596
59622,0.000302557
59623,0.000302519
59624,0.00030248
59625,0.000302442
59626,0.000302403
59627,0.000302365
59628,0.000302326
59629,0.000302288
59630,0.000302249
59631,0.000302211
59632,0.000302172
59633,0.000302134
59634,0.000302096
59635,0.000302057
59636,0.000302019
59637,0.00030198
59638,0.000301942
59639,0.000301903
59640,0.000301865
59641,0.000301827
59642,0.000301788
59643,0.00030175
59644,0.000301711
59645,0.000301673
59646,0.000301635
59647,0.000301596
59648,0.000301558
59649,0.000301519
59650,0.000301481
59651,0.000301443
59652,0.000301404
59653,0.000301366
59654,0.000301328
59655,0.000301289
59656,0.000301251
59657,0.000301213
59658,0.000301174
59659,0.000301136
59660,0.000301098
59661,0.000301059
59662,0.000301021
59663,0.000300983
59664,0.000300944
59665,0.000300906
59666,0.000300868
59667,0.000300829
59668,0.000300791
59669,0.000300753
59670,0.000300715
59671,0.000300676
59672,0.000300638
59673,0.0003006
59674,0.000300562
59675,0.000300523
59676,0.000300485
59677,0.000300447
59678,0.000300409
59679,0.00030037
59680,0.000300332
59681,0.000300294
59682,0.000300256
59683,0.000300217
59684,0.000300179
59685,0.000300141
59686,0.000300103
59687,0.000300064
59688,0.000300026
59689,0.000299988
59690,0.00029995
59691,0.000299912
59692,0.000299874
59693,0.000299835
59694,0.000299797
59695,0.000299759
59696,0.000299721
59697,0.000299683
59698,0.000299644
59699,0.000299606
59700,0.000299568
59701,0.00029953
59702,0.000299492
59703,0.000299454
59704,0.000299416
59705,0.000299378
59706,0.000299339
59707,0.000299301
59708,0.000299263
59709,0.000299225
59710,0.000299187
59711,0.000299149
59712,0.000299111
59713,0.000299073
59714,0.000299035
59715,0.000298996
59716,0.000298958
59717,0.00029892
59718,0.000298882
59719,0.000298844
59720,0.000298806
59721,0.000298768
59722,0.00029873
59723,0.000298692
59724,0.000298654
59725,0.000298616
59726,0.000298578
59727,0.00029854
59728,0.000298502
59729,0.000298464
59730,0.000298426
59731,0.000298388
59732,0.00029835
59733,0.000298312
59734,0.000298274
59735,0.000298236
59736,0.000298198
59737,0.00029816
59738,0.000298122
59739,0.000298084
59740,0.000298046
59741,0.000298008
59742,0.00029797
59743,0.000297932
59744,0.000297894
59745,0.000297856
59746,0.000297818
59747,0.00029778
59748,0.000297742
59749,0.000297704
59750,0.000297666
59751,0.000297628
59752,0.00029759
59753,0.000297553
59754,0.000297515
59755,0.000297477
59756,0.000297439
59757,0.000297401
59758,0.000297363
59759,0.000297325
59760,0.000297287
59761,0.000297249
59762,0.000297212
59763,0.000297174
59764,0.000297136
59765,0.000297098
59766,0.00029706
59767,0.000297022
59768,0.000296984
59769,0.000296947
59770,0.000296909
59771,0.000296871
59772,0.000296833
59773,0.000296795
59774,0.000296757
59775,0.00029672
59776,0.000296682
59777,0.000296644
59778,0.000296606
59779,0.000296568
59780,0.00029653
59781,0.000296493
59782,0.000296455
59783,0.000296417
59784,0.000296379
59785,0.000296342
59786,0.000296304
59787,0.000296266
59788,0.000296228
59789,0.000296191
59790,0.000296153
59791,0.000296115
59792,0.000296077
59793,0.00029604
59794,0.000296002
59795,0.000295964
59796,0.000295926
59797,0.000295889
59798,0.000295851
59799,0.000295813
59800,0.000295775
59801,0.000295738
59802,0.0002957
59803,0.000295662
59804,0.000295625
59805,0.000295587
59806,0.000295549
59807,0.000295512
59808,0.000295474
59809,0.000295436
59810,0.000295399
59811,0.000295361
59812,0.000295323
59813,0.000295286
59814,0.000295248
59815,0.00029521
59816,0.000295173
59817,0.000295135
59818,0.000295097
59819,0.00029506
59820,0.000295022
59821,0.000294985
59822,0.000294947
59823,0.000294909
59824,0.000294872
59825,0.000294834
59826,0.000294797
59827,0.000294759
59828,0.000294721
59829,0.000294684
59830,0.000294646
59831,0.000294609
59832,0.000294571
59833,0.000294533
59834,0.000294496
59835,0.000294458
59836,0.000294421
59837,0.000294383
59838,0.000294346
59839,0.000294308
59840,0.000294271
59841,0.000294233
59842,0.000294196
59843,0.000294158
59844,0.000294121
59845,0.000294083
59846,0.000294046
59847,0.000294008
59848,0.000293971
59849,0.000293933
59850,0.000293896
59851,0.000293858
59852,0.000293821
59853,0.000293783
59854,0.000293746
59855,0.000293708
59856,0.000293671
59857,0.000293633
59858,0.000293596
59859,0.000293558
59860,0.000293521
59861,0.000293483
59862,0.000293446
59863,0.000293409
59864,0.000293371
59865,0.000293334
59866,0.000293296
59867,0.000293259
59868,0.000293221
59869,0.000293184
59870,0.000293147
59871,0.000293109
59872,0.000293072
59873,0.000293034
59874,0.000292997
59875,0.00029296
59876,0.000292922
59877,0.000292885
59878,0.000292848
59879,0.00029281
59880,0.000292773
59881,0.000292735
59882,0.000292698
59883,0.000292661
59884,0.000292623
59885,0.000292586
59886,0.000292549
59887,0.000292511
59888,0.000292474
59889,0.000292437
59890,0.000292399
59891,0.000292362
59892,0.000292325
59893,0.000292288
59894,0.00029225
59895,0.000292213
59896,0.000292176
59897,0.000292138
59898,0.000292101
59899,0.000292064
59900,0.000292027
59901,0.000291989
59902,0.000291952
59903,0.000291915
59904,0.000291877
59905,0.00029184
59906,0.000291803
59907,0.000291766
59908,0.000291728
59909,0.000291691
59910,0.000291654
59911,0.000291617
59912,0.00029158
59913,0.000291542
59914,0.000291505
59915,0.000291468
59916,0.000291431
59917,0.000291394
59918,0.000291356
59919,0.000291319
59920,0.000291282
59921,0.000291245
59922,0.000291208
59923,0.00029117
59924,0.000291133
59925,0.000291096
59926,0.000291059
59927,0.000291022
59928,0.000290985
59929,0.000290947
59930,0.00029091
59931,0.000290873
59932,0.000290836
59933,0.000290799
59934,0.000290762
59935,0.000290725
59936,0.000290688
59937,0.00029065
59938,0.000290613
59939,0.000290576
59940,0.000290539
59941,0.000290502
59942,0.000290465
59943,0.000290428
59944,0.000290391
59945,0.000290354
59946,0.000290317
59947,0.000290279
59948,0.000290242
59949,0.000290205
59950,0.000290168
59951,0.000290131
59952,0.000290094
59953,0.000290057
59954,0.00029002
59955,0.000289983
59956,0.000289946
59957,0.000289909
59958,0.000289872
59959,0.000289835
59960,0.000289798
59961,0.000289761
59962,0.000289724
59963,0.000289687
59964,0.00028965
59965,0.000289613
59966,0.000289576
59967,0.000289539
59968,0.000289502
59969,0.000289465
59970,0.000289428
59971,0.000289391
59972,0.000289354
59973,0.000289317
59974,0.00028928
59975,0.000289243
59976,0.000289206
59977,0.000289169
59978,0.000289132
59979,0.000289095
59980,0.000289059
59981,0.000289022
59982,0.000288985
59983,0.000288948
59984,0.000288911
59985,0.000288874
59986,0.000288837
59987,0.0002888
59988,0.000288763
59989,0.000288726
59990,0.00028869
59991,0.000288653
59992,0.000288616
59993,0.000288579
59994,0.000288542
59995,0.000288505
59996,0.000288468
59997,0.000288431
59998,0.000288395
59999,0.000288358
60000,0.000288321
60001,0.000288284
60002,0.000288247
60003,0.00028821
60004,0.000288174
60005,0.000288137
60006,0.0002881
60007,0.000288063
60008,0.000288026
60009,0.000287989
60010,0.000287953
60011,0.000287916
60012,0.000287879
60013,0.000287842
60014,0.000287806
60015,0.000287769
60016,0.000287732
60017,0.000287695
60018,0.000287658
60019,0.000287622
60020,0.000287585
60021,0.000287548
60022,0.000287511
60023,0.000287475
60024,0.000287438
60025,0.000287401
60026,0.000287364
60027,0.000287328
60028,0.000287291
60029,0.000287254
60030,0.000287218
60031,0.000287181
60032,0.000287144
60033,0.000287107
60034,0.000287071
60035,0.000287034
60036,0.000286997
60037,0.000286961
60038,0.000286924
60039,0.000286887
60040,0.000286851
60041,0.000286814
60042,0.000286777
60043,0.000286741
60044,0.000286704
60045,0.000286667
60046,0.000286631
60047,0.000286594
60048,0.000286557
60049,0.000286521
60050,0.000286484
60051,0.000286448
60052,0.000286411
60053,0.000286374
60054,0.000286338
60055,0.000286301
60056,0.000286264
60057,0.000286228
60058,0.000286191
60059,0.000286155
60060,0.000286118
60061,0.000286082
60062,0.000286045
60063,0.000286008
60064,0.000285972
60065,0.000285935
60066,0.000285899
60067,0.000285862
60068,0.000285826
60069,0.000285789
60070,0.000285752
60071,0.000285716
60072,0.000285679
60073,0.000285643
60074,0.000285606
60075,0.00028557
60076,0.000285533
60077,0.000285497
60078,0.00028546
60079,0.000285424
60080,0.000285387
60081,0.000285351
60082,0.000285314
60083,0.000285278
60084,0.000285241
60085,0.000285205
60086,0.000285168
60087,0.000285132
60088,0.000285095
60089,0.000285059
60090,0.000285022
60091,0.000284986
60092,0.00028495
60093,0.000284913
60094,0.000284877
60095,0.00028484
60096,0.000284804
60097,0.000284767
60098,0.000284731
60099,0.000284695
60100,0.000284658
60101,0.000284622
60102,0.000284585
60103,0.000284549
60104,0.000284512
60105,0.000284476
60106,0.00028444
60107,0.000284403
60108,0.000284367
60109,0.000284331
60110,0.000284294
60111,0.000284258
60112,0.000284221
60113,0.000284185
60114,0.000284149
60115,0.000284112
60116,0.000284076
60117,0.00028404
60118,0.000284003
60119,0.000283967
60120,0.000283931
60121,0.000283894
60122,0.000283858
60123,0.000283822
60124,0.000283785
60125,0.000283749
60126,0.000283713
60127,0.000283676
60128,0.00028364
60129,0.000283604
60130,0.000283568
60131,0.000283531
60132,0.000283495
60133,0.000283459
60134,0.000283422
60135,0.000283386
60136,0.00028335
60137,0.000283314
60138,0.000283277
60139,0.000283241
60140,0.000283205
60141,0.000283169
60142,0.000283132
60143,0.000283096
60144,0.00028306
60145,0.000283024
60146,0.000282988
60147,0.000282951
60148,0.000282915
60149,0.000282879
60150,0.000282843
60151,0.000282806
60152,0.00028277
60153,0.000282734
60154,0.000282698
60155,0.000282662
60156,0.000282626
60157,0.000282589
60158,0.000282553
60159,0.000282517
60160,0.000282481
60161,0.000282445
60162,0.000282409
60163,0.000282372
60164,0.000282336
60165,0.0002823
60166,0.000282264
60167,0.000282228
60168,0.000282192
60169,0.000282156
60170,0.000282119
60171,0.000282083
60172,0.000282047
60173,0.000282011
